16,88,24842,130553,1650,9507,16071,36457,6198,1718
4,74,25020,78153,19016,5220,58627,194059,2033,3569
1,67,16691,54754,93960,5420,131110,70910,7808,2092
8,88,117392,46898,14259,19674,152942,41531,4278,2814
13,80,38635,83537,34020,14175,803674,40416,2276,2434
20,100,188940,73587,34913,11535,1470894,15589,5023,1450
23,100,96635,45640,27390,13832,97670,96339,3128,876
13,100,81721,202367,50948,10707,535234,124633,6286,1237
8,100,71231,167547,12423,13668,25452,33561,8523,1379
20,100,87329,9563,7275,19251,25486,9162,3235,969
20,100,140960,27207,7001,14852,38575,87501,3672,2799
27,100,55606,41195,14996,11051,25574,37753,3258,1396
24,100,135915,50088,29382,8806,57817,72112,4266,1826
13,91,58937,61747,28340,7960,776057,91934,5457,2597
17,83,43056,29300,30839,15174,36248,65376,3744,1080
17,80,24468,47778,25280,8796,23131,44967,4542,1109
17,88,266062,6362,7233,11188,7324,20487,3019,5692
21,93,132142,38304,20559,11609,580230,54940,3882,1181
21,84,40954,14430,21137,24431,106420,131705,4153,2537
14,81,118728,10916,36664,7156,67663,89644,2252,3041
23,61,50824,54494,82335,16615,170377,82198,5643,1889
24,60,63982,54371,28498,10651,42528,37279,3675,1458
27,66,29552,52292,22641,24639,39506,50796,2663,3955
41,69,44882,8683,9683,12457,9547,25817,5747,1539
37,88,304041,136149,31226,21535,12290,16775,2948,3599
29,87,142652,34712,11171,10918,329194,139034,2850,1549
24,93,45307,109605,25618,15857,21766,48084,2210,2220
24,93,55450,15713,4291,14992,20033,41268,2338,981
40,77,48632,11628,18932,26402,22435,19252,4289,838
51,83,147376,3168,8153,20869,32312,29283,2054,1314
50,81,84538,137075,32297,20881,42319,95930,2443,4686
35,88,86678,192781,18915,8694,19109,87830,3338,3713
24,83,41124,7330,10711,12167,31408,68820,4185,863
16,80,25640,71866,11024,5762,153589,33322,6167,1728
14,77,45450,23981,28127,7518,36270,45603,5708,1220
17,77,90103,118943,3546,9550,16849,62174,1613,1307
17,90,192660,51389,10050,31059,24406,56982,2338,1763
13,91,155600,99664,24244,7596,634152,75809,6038,343
17,100,202756,27652,14420,34380,428979,50933,3226,2592
27,83,32112,7679,70145,8139,316531,37200,4622,1721
30,66,8336,13362,19602,10366,9990,40558,2521,1795
38,67,150674,50132,6535,11391,97075,47412,4781,3940
24,67,30351,8177,2964,1286,259576,11649,2242,650
10,78,86256,20575,10115,3358,628181,80796,3081,968
1,90,96249,68942,20396,4731,24512,100479,4132,2070
1,93,224918,31216,11617,16404,32948,27642,4062,1687
7,87,100137,22090,67192,15803,57566,39507,4466,1869
11,84,74352,72852,36153,10998,953589,108810,2865,1915
21,84,132797,4960,19691,10313,71115,80775,1485,928
10,67,96481,47955,17640,5522,94776,201411,4871,680
1,67,69369,23185,21613,6554,24020,85946,2934,3360
3,67,19698,7158,6699,2399,122603,19452,501,610
10,69,26896,30463,18241,8061,23852,17592,2133,2168
29,74,26107,43375,10851,16654,13963,30987,2368,665
30,75,40339,22808,13217,4834,2500,47772,4170,1238
40,78,46665,2076,10533,7997,19351,9325,3174,1967
37,83,87374,51157,12944,11315,53445,28667,3545,1043
27,74,41736,13082,21998,13274,264692,135155,3227,3065
29,70,72541,23046,21107,9482,526282,92082,3379,1891
21,78,47761,103071,15267,9514,8397,19442,6580,1504
