34,47,4554,1792,848,2542,63541,20952,727,1323
47,56,13210,18437,5351,8870,195515,51632,6942,1493
43,53,10313,38739,13728,27730,250102,93303,13495,10784
48,53,15726,9297,9802,17858,7201,74473,10088,8054
48,53,18150,1345,12812,19999,23370,4766,14110,4494
56,57,14619,22963,20525,14349,11506,19614,25062,8795
50,63,65726,52588,22798,22584,109126,190462,13936,7176
53,63,7844,9016,27364,13833,555110,29699,20233,13252
40,53,6888,7713,12921,9891,77385,58250,4986,12001
38,57,62101,12427,14316,24863,119640,26143,17558,6698
54,44,6232,12818,12098,64449,82517,86535,12678,6481
60,37,10062,2017,21779,37095,21106,48248,6288,4901
56,56,181634,86804,26277,34444,454774,137383,12384,11621
56,56,181634,86804,26277,34444,454774,137383,12384,11621
53,50,12904,13265,8073,7056,966515,24915,6839,1246
47,56,2611,14623,32373,42548,53801,68542,13354,2958
64,37,11620,3800,8736,40978,15478,32597,20818,10761
69,26,9641,13322,31474,21928,47528,57968,14139,7167
70,37,5972,17409,6460,17823,11065,16144,8223,4699
69,54,22879,9665,8048,19524,404248,16797,20518,13513
61,60,23334,14699,25751,28668,102317,53402,27024,2966
64,69,17376,6394,11800,18891,5664,13528,6002,5901
64,69,17376,6394,11800,18891,5664,13528,6002,5901
60,37,20247,7761,22776,18753,63348,86992,4608,3046
56,29,4760,14722,10816,18285,65478,78132,21635,3000
56,29,4760,14722,10816,18285,65478,78132,21635,3000
54,17,10983,8446,25418,35547,45522,56664,12075,10335
40,27,31730,16293,21534,19652,65628,154175,5502,2493
41,41,24038,12201,8145,15809,52331,24578,11684,4902
29,44,14789,39243,14434,22541,941175,195780,9597,4084
26,44,30563,18547,8096,20950,716205,262235,19305,15096
26,41,8292,5595,7205,7156,116743,66783,7650,1930
21,43,28963,11711,5376,9426,80013,27035,6171,5267
21,37,5099,3817,4028,7611,268939,63559,3154,1266
21,37,5099,3817,4028,7611,268939,63559,3154,1266
43,44,18095,14198,13616,55106,578824,18398,19145,3421
50,57,61760,8159,29424,12137,31901,64578,21402,6358
47,66,9824,7345,8495,5345,112887,49098,4712,2584
43,57,4319,13359,43616,30507,25804,26077,12851,4445
43,57,4319,13359,43616,30507,25804,26077,12851,4445
44,40,25483,34130,11601,19504,664641,124111,18145,8807
51,37,964,21311,3636,20106,55688,88459,10382,11838
37,43,44844,13366,12398,17657,87927,136416,14695,10982
30,53,33231,16215,13418,16801,153497,56328,5938,6106
26,43,32118,2781,23925,12675,1322275,203431,19239,9812
29,48,14411,10820,7276,16456,209363,50793,10327,7687
34,54,16784,67711,44070,26287,88861,56312,9135,6562
27,48,14437,9163,9009,6247,314130,56603,3602,2584
30,56,70142,30328,6248,28685,633224,259244,19264,2135
37,60,6371,12701,10371,17012,13372,19861,5464,5352
41,53,21678,11592,6511,32313,437343,62818,15967,4291
50,57,9934,5319,1672,7773,175446,19460,3966,2325
50,57,9934,5319,1672,7773,175446,19460,3966,2325
34,44,4695,12013,6220,17448,479628,66616,1318,2330
38,44,18126,11106,12650,41564,28053,24959,11062,5831
40,40,6805,9401,29759,9364,9273,17555,28757,15741
54,54,12894,5733,1352,4831,99835,12192,5481,1807
56,56,11171,20912,25009,28652,600188,66373,24368,9311
43,35,6225,7052,11281,35856,343077,257156,17635,3382
29,43,42500,27107,33350,6846,1913469,65098,24857,7277
