29,47,2120,7042,2154,1695,57399,50920,1141,695
30,60,9329,5040,3329,2551,285927,8605,840,238
21,61,16685,68953,22107,13605,27955,57757,6982,1581
17,44,2056,1577,4043,1916,277084,18625,1298,432
29,47,3469,1477,2473,2445,199380,19989,685,269
34,35,19065,12718,18777,16197,1522173,75966,7556,5064
38,34,28048,16403,12280,14043,7396,26055,7674,822
57,37,3239,2786,10704,10192,5017,7304,2297,1716
57,56,33349,43376,13779,11405,231092,32337,4130,3767
53,56,11266,11208,6363,6636,222388,57520,4222,1498
43,51,89260,15129,22581,15617,57599,142752,7577,3406
17,48,5178,2965,968,3108,235051,54936,2496,325
20,43,6514,7944,3661,3121,264508,11080,754,523
10,35,21333,16978,13967,9140,139567,269818,4930,1741
23,24,3027,6141,12984,9021,12596,21910,4602,5037
37,43,24764,13417,5922,14026,27262,32399,2577,2856
41,34,1468,11359,12596,7139,11438,18242,1970,1747
67,51,6004,10172,4274,13045,2111,4916,6385,1461
70,50,1704,7123,6659,14254,4473,27575,2632,3617
63,38,23467,10270,10540,11697,262166,129353,2377,2703
63,47,9053,1665,4279,3590,147075,7259,2228,721
51,50,18255,9500,4475,6798,9898,15169,2028,2600
54,57,6305,5935,14518,7773,165256,1338,1680,753
48,61,17969,18347,9339,4840,609894,98948,2336,2078
44,69,27893,8729,7279,6929,9198,8966,2133,4152
41,64,24318,21370,11372,10417,134973,45170,4429,2043
35,66,3915,16501,9037,10172,7222,16879,5754,3132
57,74,26462,5166,17936,17843,2285,12227,4779,3479
63,63,8344,5567,5870,7466,573,14241,2873,1559
66,74,30069,9951,4483,7457,10910,8269,2770,1925
64,77,32235,5944,9955,16347,2456,29439,4575,2042
69,54,719,2347,6788,12920,2319,13706,5124,2135
70,60,13202,20489,14313,12736,4897,10168,4317,1767
90,40,4436,10575,7493,35215,12989,13824,4550,3066
84,29,7249,24374,11717,18805,279415,96353,2655,3105
81,44,15493,6838,19578,19389,3356,19170,3569,2744
78,38,2763,9099,6318,5006,1647,12790,1696,957
64,40,4212,3899,1011,7222,77211,18231,1679,1143
57,38,3046,2966,6095,1997,58629,21564,1131,1199
51,37,1191,5011,1630,4678,147883,15895,995,434
60,23,957,2359,4609,6954,144664,11505,1614,314
60,24,13674,7168,16094,14868,281715,25626,7408,6197
70,35,23555,5237,9528,14281,18275,30340,3135,761
78,44,9845,13964,4849,15237,6324,7797,3519,1806
67,63,19635,22354,19305,12659,6137,25358,2511,1182
63,70,21709,11139,9862,10529,8684,21465,3951,1393
77,63,7172,2570,14588,17995,13053,6774,2656,1794
75,61,17585,13280,14800,17469,4254,16551,1801,1770
77,63,10307,25256,10115,9790,3048,15676,4530,1535
74,61,12154,31553,8024,11388,7410,41440,2229,2621
57,74,9726,16126,3313,8563,5973,21056,3161,3321
57,74,5876,22956,8603,15440,4279,14547,2408,1473
63,67,13805,11297,22464,13123,2158,9681,2552,2376
56,60,5825,31122,14187,7724,113190,89764,7220,1845
63,61,8743,22827,13380,17580,5620,11096,3108,1655
63,60,5035,10688,10597,8337,6404,7607,4041,1719
57,64,15702,21632,13774,11964,4860,17878,6026,1285
83,69,5884,16340,7235,24054,2037,5945,4019,1092
84,70,21307,8251,7915,18408,4091,3064,2773,2605
81,74,16209,15047,28430,9932,4416,7760,7940,3037
