88,34,956,9694,2907,8118,134662,40997,1456,279
83,37,4465,6161,2287,2454,72929,14942,614,668
67,34,17874,9302,5567,10151,226694,84077,2337,1264
56,47,21174,23925,8026,9794,61460,23773,4988,2208
54,53,8162,11447,10441,6681,179210,32552,11051,1664
56,44,17228,8797,9247,13519,548050,90714,3464,2181
64,48,20417,2622,11089,12193,362147,32873,4938,1334
43,34,31649,6744,9951,3273,118542,176881,3572,3348
38,29,2595,7886,3722,2960,153005,28897,1061,622
27,24,19150,7562,6243,9214,362853,195213,1932,2692
20,14,8996,6550,11191,9726,280018,92207,5005,2831
44,14,1887,16792,7368,19044,21068,74252,4317,2835
47,4,658,2386,1173,2461,61351,25006,744,260
53,13,11643,25629,14641,9247,264423,90367,5431,1419
53,20,6689,4288,10887,3494,41613,24707,2251,2247
47,23,5802,4047,6449,3677,76814,25116,672,939
56,44,17653,9553,7347,9087,10774,11856,2674,2127
56,54,16258,27491,16289,5022,10587,16791,2030,1511
54,50,7724,12211,17905,9824,227228,102928,2317,763
53,44,161,14742,9720,6928,230907,65706,803,1282
43,24,9557,2743,11438,7493,461387,93848,3089,1639
47,16,20912,10157,14822,8510,21007,49254,1070,1326
50,24,4362,2513,2641,2157,88488,12363,929,419
44,37,8131,20327,12501,3662,7143,33070,3260,779
53,43,8773,11333,16629,12903,37978,58141,1688,1367
51,27,6362,13815,3782,19121,538058,166084,995,1400
63,23,6476,1453,8796,8943,11541,16588,1372,1418
67,27,31369,6626,8676,6312,23358,29025,2601,2569
74,38,16201,4736,10121,9906,18530,13081,3554,1168
77,56,10340,17524,14425,6978,6945,15938,2667,842
74,66,4165,10613,6018,6846,2252,10873,3588,806
81,67,24248,8429,7257,8585,5187,11791,1915,2352
75,54,3108,3656,2720,6205,3269,43331,1277,1430
75,48,5499,2871,3652,3859,79503,15273,1015,380
75,47,10041,4975,6385,7480,19465,15641,3306,598
80,35,9918,5817,8105,14171,3052,22292,1462,1063
81,43,3972,6786,5230,5757,6880,23276,4017,1320
81,44,6130,9759,8751,6436,7449,18703,1833,1076
80,41,12452,15291,11732,13998,5694,40345,2993,779
69,51,10288,17062,4243,5373,8725,15554,2372,1126
74,64,2244,30074,10283,9010,7067,7956,1649,1655
70,67,3437,11591,5493,3864,9182,13389,2339,1136
74,77,10908,8155,7076,6488,19086,7341,4868,2093
91,64,6083,7188,7613,21472,18362,9054,2472,678
80,67,51391,9707,8529,5744,3501,22507,3654,689
83,66,8090,17648,9950,12625,4834,25038,3831,2203
78,60,2958,18150,5299,9370,6375,35344,2052,327
64,75,26243,12420,6725,12253,4771,6658,2628,1131
75,77,28535,13063,8989,7737,16550,3266,3475,5801
74,74,3451,10635,15840,7165,7916,16728,11922,3061
70,84,7995,55905,11143,12572,192709,18857,5748,3046
70,67,15856,10734,23426,19511,154030,60569,2426,2721
56,41,28692,29258,26171,20068,524680,391279,2589,1555
41,34,5583,3345,2319,2415,43642,55505,2191,387
41,34,3660,5789,6380,2046,791127,12142,269,236
38,20,3457,7272,1810,3458,96115,21518,1548,1009
10,4,9984,8770,10498,4206,2326851,347269,3384,1477
8,4,18893,38209,9477,13840,917970,384872,2618,161
11,20,8894,39315,4578,5237,787749,51475,2466,364
1,10,2309,1243,2217,826,248550,21952,828,306
