60,48,17556,3311,16234,10898,69589,49746,17454,3522
41,56,34715,52461,17935,14764,285747,147914,22657,6981
38,53,34694,14338,20496,15069,443645,156317,22202,7191
35,29,23387,6425,6027,43470,493245,274128,24776,14285
40,17,10622,7698,53198,34651,1051157,135950,26293,19206
53,17,8210,44617,21990,27109,432722,67805,29060,11714
56,14,12910,9728,48925,9102,42047,68661,12415,19815
50,17,2653,1484,3100,2396,211819,26286,2931,1591
37,23,23183,94937,37988,46955,1221342,687879,41299,28286
21,23,189030,26590,42449,33712,2010259,436798,21814,20789
30,21,2690,7855,26187,13267,21454,36657,18058,4510
53,29,2744,11687,11050,17108,29595,15857,7580,961
64,44,5672,24483,10314,8954,5856,18809,14324,7978
91,37,1878,8234,19692,16813,9878,17321,10235,14490
74,38,3051,5159,3371,3522,364831,54073,2971,1336
70,41,7886,11262,12131,14044,12534,9405,8493,7981
66,35,8898,16465,6178,8539,457141,56310,19616,9521
38,30,2645,19253,20162,6799,321723,144472,16063,8480
29,37,27169,70553,11142,12876,311048,378628,34833,22118
13,38,12161,10354,2507,4522,259971,23396,3296,3430
7,38,5459,5780,1304,2063,168000,28950,8152,2801
14,43,14280,40571,49168,20680,383982,166581,16882,6152
37,57,85881,94595,62134,45637,1526147,55938,38923,13146
27,56,16453,21582,9342,4089,764351,53285,4282,2899
27,56,18274,13639,9117,6148,686916,81016,13013,5148
35,60,8167,15375,12039,16310,24252,51563,14781,9086
16,47,5879,26374,9853,4166,140500,100637,5040,7862
30,48,8983,23524,5334,13442,161697,33033,12525,12045
48,53,12388,21627,7760,16749,195880,36420,18107,14934
44,67,153144,105302,44177,48042,904691,61473,41612,7090
48,64,38422,15388,33675,13315,1459811,242217,24190,20777
40,61,17508,19294,9442,9139,633973,61620,9100,2994
37,61,5366,5270,3965,3406,159264,8914,4579,2100
41,38,4466,8621,3729,22916,55861,70234,7965,3214
57,50,17720,10529,5094,11565,7095,27238,10714,6086
75,57,7604,14973,2012,12519,3302,4873,7489,1252
80,61,26099,21261,11056,19210,639249,24903,13917,9969
90,70,8886,4997,5139,16384,4175,12291,7313,8624
78,69,4728,14069,7085,3014,170999,26584,2216,1594
80,60,17653,1103,4862,19745,25726,17876,5609,5629
77,57,16608,7867,6017,9212,7679,18942,10507,3529
67,64,2076,13020,4238,6724,6621,5912,11551,1194
88,66,12413,6538,10285,11998,7646,8934,16425,12876
70,75,36321,12879,9532,8519,14513,27462,14335,5611
81,63,7725,3389,25321,13847,9399,16232,12103,3456
70,63,28150,14279,22001,9093,13184,21274,7761,2391
67,53,14613,8195,28662,21082,240908,58485,8321,16906
70,51,26277,18798,7374,12570,23474,31822,21010,7683
61,56,5263,3348,10360,4653,12560,14781,12146,3047
66,51,6575,7982,3976,6901,35560,17717,11926,3073
60,69,46273,3483,3030,10309,8695,22339,12127,2879
66,61,19615,11376,37343,15984,46160,22920,10547,4633
69,75,17405,10738,3668,10131,33565,8550,12058,5704
77,66,3539,6278,18248,9437,13010,13721,8813,974
69,54,7352,3458,4125,2632,191237,23298,1852,957
54,61,9482,32030,15533,5331,167333,25572,20914,3260
44,61,34701,8378,19498,5692,28876,9001,7422,4350
41,69,14253,14433,10317,14457,31281,27010,9291,4220
53,70,4690,14275,5878,10531,21271,28666,4599,1681
67,63,3736,12064,6533,13179,10682,26382,9411,1891
