47,40,67212,16616,14168,29005,1426790,223841,31078,9545
75,47,4345,3172,7521,17775,1374362,15827,23005,4314
60,41,48329,2061,17709,9025,397243,133362,3828,4393
48,34,10884,8720,8817,8959,1649564,107539,7695,883
48,34,10884,8720,8817,8959,1649564,107539,7695,883
27,41,22644,25522,38986,19499,810669,285317,18839,8254
38,41,6439,15609,10662,9770,65179,44944,4376,3277
38,40,16714,9370,11821,16014,209945,171956,6676,4814
30,16,7299,10632,22905,12401,629469,200125,7996,5481
34,23,14985,5024,6096,5214,258264,54716,20865,3715
21,10,7287,21262,17386,10724,804158,284416,24435,3681
24,23,21350,40562,13352,19393,38676,97842,12348,3567
34,47,16434,23605,9473,9734,10080,33110,6745,5139
48,47,2057,5473,4347,8982,102795,14672,9503,4908
74,70,23501,33391,2450,38504,1743901,9209,16756,1743
67,57,21997,4788,25023,15031,219695,159041,10553,8872
64,41,22008,5070,7142,16105,497258,185148,11057,3570
47,44,45231,52920,21119,16289,1013099,195942,16818,5434
29,40,33709,17401,14593,9034,672651,58189,18626,5955
30,61,72245,49749,21654,19783,500690,65093,12076,4276
30,75,97390,35241,27992,24517,1710628,208769,12336,3377
48,77,5285,2451,318,6881,150079,8714,5828,4500
54,67,416,1550,750,1164,143553,5479,856,622
37,40,4724,4128,2572,2208,664503,133516,4281,4129
44,37,5180,5587,3164,4635,878662,17869,3680,1286
27,29,9770,4957,7076,3681,237579,51659,3749,2124
14,21,1286,8812,10962,3158,233914,68774,3959,1900
14,21,1761,5523,5877,6040,620044,7408,3198,2243
14,21,9755,6912,2827,4301,1047830,55261,3483,2765
14,21,6362,11704,10541,11962,647794,86169,2340,723
14,21,350401,241288,49755,114346,1511269,1902375,45898,44813
14,21,24514,34863,18528,15049,1360133,44378,4557,3179
14,21,9329,6588,2868,1950,870022,32343,593,377
14,21,8491,6245,2259,1096,394001,41588,423,321
14,21,114999,41105,46151,95174,1765438,94888,82080,42177
14,21,23802,41538,6585,10546,1543477,128364,7690,4500
14,21,112459,143332,115369,126915,1092382,271958,44571,17697
14,21,0,1,0,1,15,0,0,0
14,21,79592,52323,32552,3928,2344208,74978,7897,7564
29,47,2241,40554,21227,5688,767668,27809,715,726
16,54,39614,21945,12536,4051,331312,45007,2367,641
21,53,4346,7449,6761,5375,1633411,42231,687,536
34,54,3395,1364,5543,5102,267423,27201,373,237
34,54,14104,14574,10922,1863,489338,22837,855,323
34,54,5928,4063,5309,5761,559641,26599,966,313
34,54,19780,13704,8333,3431,120110,200184,2013,6081
34,54,74768,62323,66396,12352,2257530,415663,4020,1442
30,60,2408,11142,934,1637,373653,8818,1207,341
34,50,5945,5027,3760,1580,808824,22269,536,343
26,60,12429,10225,4812,2441,190228,31820,792,250
14,63,5882,10233,4563,4139,706502,92440,1729,1716
4,56,9754,4563,890,863,395686,20419,363,207
1,63,5672,14307,2575,604,605191,21933,324,126
1,63,5672,14307,2575,604,605191,21933,324,126
1,60,6596,27166,7408,3938,713885,74934,2157,3148
1,67,45361,21045,10999,10205,1609282,187967,5725,1547
1,67,1829,1943,2782,3157,647206,33128,617,470
1,67,1829,1943,2782,3157,647206,33128,617,470
1,67,139370,273971,47248,11020,1288424,198843,16109,31007
1,51,253,2859,1367,601,54138,21631,477,479
