0,Wed Apr 28 13:46:49 GMT+08:00 2021,1619588809,57,40,32385,18949,13643,9374,4432,24019,5039,9030
1,Wed Apr 28 13:46:50 GMT+08:00 2021,1619588810,60,26,9519,8948,32352,13313,210681,221103,7223,4439
2,Wed Apr 28 13:46:51 GMT+08:00 2021,1619588811,61,35,8796,19436,7598,8673,72709,49514,16396,2071
3,Wed Apr 28 13:46:52 GMT+08:00 2021,1619588812,80,41,11487,5953,4774,8282,23704,5842,3612,6334
4,Wed Apr 28 13:46:53 GMT+08:00 2021,1619588813,70,20,10905,30737,15710,14403,125969,268467,6027,4943
5,Wed Apr 28 13:46:54 GMT+08:00 2021,1619588814,80,43,24587,18205,6666,13931,260629,48398,6723,4243
6,Wed Apr 28 13:46:55 GMT+08:00 2021,1619588815,80,47,11027,13202,9730,7329,65988,31989,5163,3466
7,Wed Apr 28 13:46:56 GMT+08:00 2021,1619588816,70,40,10775,4942,1592,5223,168354,28022,966,1171
8,Wed Apr 28 13:46:57 GMT+08:00 2021,1619588817,77,50,14513,17488,5875,9109,135428,68701,6240,4851
9,Wed Apr 28 13:46:58 GMT+08:00 2021,1619588818,74,50,41604,12426,10933,14130,58812,77350,7017,8646
10,Wed Apr 28 13:46:59 GMT+08:00 2021,1619588819,75,41,2855,15603,25943,11661,402119,43308,6186,8869
11,Wed Apr 28 13:47:00 GMT+08:00 2021,1619588820,61,35,47778,15929,25574,7569,293012,258053,11908,7241
12,Wed Apr 28 13:47:01 GMT+08:00 2021,1619588821,75,38,12488,11101,5374,19531,79343,20142,8489,3416
13,Wed Apr 28 13:47:02 GMT+08:00 2021,1619588822,75,37,17779,5436,5903,6070,110692,37148,1163,1704
14,Wed Apr 28 13:47:03 GMT+08:00 2021,1619588823,80,47,16352,16190,23344,15120,77698,15258,7967,3379
15,Wed Apr 28 13:47:04 GMT+08:00 2021,1619588824,93,61,8775,9211,2427,3835,202014,14170,2039,1147
16,Wed Apr 28 13:47:05 GMT+08:00 2021,1619588825,83,61,39671,11939,5276,17983,224703,67561,3775,2953
17,Wed Apr 28 13:47:06 GMT+08:00 2021,1619588826,88,57,6781,21011,17449,12689,62420,51022,10554,3047
18,Wed Apr 28 13:47:07 GMT+08:00 2021,1619588827,63,35,12045,2564,8500,6618,747195,410462,13948,10336
19,Wed Apr 28 13:47:08 GMT+08:00 2021,1619588828,74,26,11964,7895,12251,16626,44469,26479,5181,2494
20,Wed Apr 28 13:47:09 GMT+08:00 2021,1619588829,56,24,13051,5097,5997,1310,225056,45843,939,582
21,Wed Apr 28 13:47:10 GMT+08:00 2021,1619588830,48,34,16106,6129,4750,2824,701197,26032,3681,673
22,Wed Apr 28 13:47:11 GMT+08:00 2021,1619588831,66,67,9402,51651,3131,10361,69910,19592,4275,3997
23,Wed Apr 28 13:47:12 GMT+08:00 2021,1619588832,44,48,5285,3610,7085,6385,365047,192024,8131,5275
24,Wed Apr 28 13:47:13 GMT+08:00 2021,1619588833,74,57,21571,19575,6349,26730,221493,6818,10735,2135
25,Wed Apr 28 13:47:14 GMT+08:00 2021,1619588834,75,54,32765,14841,10791,12133,68610,90550,5218,1893
26,Wed Apr 28 13:47:15 GMT+08:00 2021,1619588835,69,61,9345,71624,7744,6073,19742,8135,6231,5916
27,Wed Apr 28 13:47:16 GMT+08:00 2021,1619588836,70,81,22921,10865,12053,4791,412866,92114,7543,5806
28,Wed Apr 28 13:47:17 GMT+08:00 2021,1619588837,56,80,17045,6819,5479,3800,32262,14674,5267,6499
29,Wed Apr 28 13:47:18 GMT+08:00 2021,1619588838,48,74,8326,5731,3977,2054,100252,55553,1520,518
30,Wed Apr 28 13:47:19 GMT+08:00 2021,1619588839,51,57,156405,15913,39615,32952,109538,211070,4728,6012
31,Wed Apr 28 13:47:20 GMT+08:00 2021,1619588840,60,61,14807,12741,6332,6805,1079626,41668,2940,1405
32,Wed Apr 28 13:47:21 GMT+08:00 2021,1619588841,57,48,4974,5821,2616,3896,220131,37180,1659,875
33,Wed Apr 28 13:47:22 GMT+08:00 2021,1619588842,67,54,13642,18501,17859,8663,31699,53949,7360,2730
