34,Wed Apr 28 13:47:23 GMT+08:00 2021,1619588843,61,41,8996,23398,9705,8759,312416,204929,6344,2651
35,Wed Apr 28 13:47:24 GMT+08:00 2021,1619588844,70,40,2467,6865,3442,9168,4389,13774,3667,6283
36,Wed Apr 28 13:47:25 GMT+08:00 2021,1619588845,75,29,2428,3122,3076,6578,347340,44448,1869,503
37,Wed Apr 28 13:47:26 GMT+08:00 2021,1619588846,67,27,22860,50302,30102,11515,324756,182788,6974,2647
38,Wed Apr 28 13:47:27 GMT+08:00 2021,1619588847,77,47,41624,41925,14178,15525,128223,53368,3884,2174
39,Wed Apr 28 13:47:28 GMT+08:00 2021,1619588848,61,35,1363,2841,1907,2510,262285,33823,904,1073
40,Wed Apr 28 13:47:29 GMT+08:00 2021,1619588849,67,47,9220,13602,20674,15144,16477,38263,9304,2849
41,Wed Apr 28 13:47:30 GMT+08:00 2021,1619588850,67,26,2593,7214,14729,15516,286432,325500,3810,3920
42,Wed Apr 28 13:47:31 GMT+08:00 2021,1619588851,60,16,43454,8705,7732,7137,63794,124931,4131,2339
43,Wed Apr 28 13:47:32 GMT+08:00 2021,1619588852,70,29,14795,9841,10662,12898,34638,32483,7006,5156
44,Wed Apr 28 13:47:33 GMT+08:00 2021,1619588853,60,24,3093,2655,1052,2977,164987,34363,1215,766
45,Wed Apr 28 13:47:34 GMT+08:00 2021,1619588854,63,43,14633,3765,23296,5093,105374,44875,9171,3866
46,Wed Apr 28 13:47:35 GMT+08:00 2021,1619588855,69,41,23571,12953,11386,12922,114512,106727,4855,4299
47,Wed Apr 28 13:47:36 GMT+08:00 2021,1619588856,67,50,10775,14931,3897,5887,23350,10243,8576,3388
48,Wed Apr 28 13:47:37 GMT+08:00 2021,1619588857,57,53,1364,2387,1158,456,292077,15589,501,312
49,Wed Apr 28 13:47:38 GMT+08:00 2021,1619588858,53,51,9097,5047,5903,2998,92935,52892,2280,819
50,Wed Apr 28 13:47:39 GMT+08:00 2021,1619588859,64,64,10373,29179,7508,15629,26707,9076,3003,3167
51,Wed Apr 28 13:47:40 GMT+08:00 2021,1619588860,56,51,7513,16107,6428,5311,313358,63343,3162,6245
52,Wed Apr 28 13:47:41 GMT+08:00 2021,1619588861,75,51,1391,7946,4032,8483,3732,30976,4606,4486
53,Wed Apr 28 13:47:42 GMT+08:00 2021,1619588862,83,57,9701,34223,24843,10011,2021722,57778,6775,5333
54,Wed Apr 28 13:47:43 GMT+08:00 2021,1619588863,78,51,1116,17355,5738,6910,10735,21940,8039,2780
55,Wed Apr 28 13:47:44 GMT+08:00 2021,1619588864,74,51,3307,8268,1056,1807,95663,37488,955,731
56,Wed Apr 28 13:47:45 GMT+08:00 2021,1619588865,74,63,18059,30428,14470,14956,87756,24075,8080,8096
57,Wed Apr 28 13:47:46 GMT+08:00 2021,1619588866,77,61,7734,7457,12814,5728,472590,23043,1838,784
58,Wed Apr 28 13:47:47 GMT+08:00 2021,1619588867,80,60,3539,15836,6438,11543,35130,20537,3412,1971
59,Wed Apr 28 13:47:48 GMT+08:00 2021,1619588868,74,54,40750,6234,4618,5110,139150,246671,7776,3527
60,Wed Apr 28 13:47:49 GMT+08:00 2021,1619588869,74,54,4189,9646,3850,4604,85598,10191,6481,3155
61,Wed Apr 28 13:47:50 GMT+08:00 2021,1619588870,75,60,31179,18775,15782,18246,733455,42373,7502,4643
62,Wed Apr 28 13:47:51 GMT+08:00 2021,1619588871,67,56,16744,31164,27219,17788,83806,78883,6731,7790
