0,Wed Apr 28 13:45:31 GMT+08:00 2021,1619588731,67,16,10810,20559,38175,14694,594932,70203,20720,21835
1,Wed Apr 28 13:45:32 GMT+08:00 2021,1619588732,70,16,7605,8658,5944,3902,123326,40090,4824,6832
2,Wed Apr 28 13:45:33 GMT+08:00 2021,1619588733,78,26,28300,44633,16940,20034,489210,89138,24669,37010
3,Wed Apr 28 13:45:34 GMT+08:00 2021,1619588734,80,34,36109,26195,20327,22141,404766,214787,15803,22806
4,Wed Apr 28 13:45:35 GMT+08:00 2021,1619588735,80,53,52277,15075,21590,17274,548810,36585,27531,17737
5,Wed Apr 28 13:45:36 GMT+08:00 2021,1619588736,87,61,15623,38929,25845,17062,105255,53058,10940,16847
6,Wed Apr 28 13:45:37 GMT+08:00 2021,1619588737,81,63,83365,15442,16285,17371,133488,143138,13305,24541
7,Wed Apr 28 13:45:38 GMT+08:00 2021,1619588738,87,83,31911,38463,23241,16360,148906,36567,13296,22005
8,Wed Apr 28 13:45:39 GMT+08:00 2021,1619588739,87,74,10505,23500,22278,10509,78437,35332,14932,18584
9,Wed Apr 28 13:45:40 GMT+08:00 2021,1619588740,91,60,8161,12383,36609,20391,927826,34877,4740,10967
10,Wed Apr 28 13:45:41 GMT+08:00 2021,1619588741,96,75,14406,58851,6676,14194,99735,20114,5334,6073
11,Wed Apr 28 13:45:42 GMT+08:00 2021,1619588742,96,78,17774,37786,9795,10931,42665,25114,8650,13263
12,Wed Apr 28 13:45:43 GMT+08:00 2021,1619588743,96,83,7163,63760,33390,20062,1105805,59146,7326,9064
13,Wed Apr 28 13:45:44 GMT+08:00 2021,1619588744,90,100,46307,46694,12049,20492,80475,54133,12399,13513
14,Wed Apr 28 13:45:45 GMT+08:00 2021,1619588745,88,100,55228,27141,3550,11314,39711,31522,9408,3994
15,Wed Apr 28 13:45:46 GMT+08:00 2021,1619588746,90,88,4897,15245,4987,11476,18627,38587,11430,8199
16,Wed Apr 28 13:45:47 GMT+08:00 2021,1619588747,94,97,17222,30230,5356,15678,107022,13537,6221,7894
17,Wed Apr 28 13:45:48 GMT+08:00 2021,1619588748,94,93,53552,25469,12009,26358,19611,60728,5792,13636
18,Wed Apr 28 13:45:49 GMT+08:00 2021,1619588749,97,67,8979,13896,12757,11130,11121,43412,11140,6405
19,Wed Apr 28 13:45:50 GMT+08:00 2021,1619588750,96,81,52008,7303,11314,15766,52143,44428,4936,9468
20,Wed Apr 28 13:45:51 GMT+08:00 2021,1619588751,87,84,50526,31641,9333,6855,270537,20503,6648,9160
21,Wed Apr 28 13:45:52 GMT+08:00 2021,1619588752,87,74,19438,14713,10502,19162,71303,68422,5972,3636
22,Wed Apr 28 13:45:53 GMT+08:00 2021,1619588753,90,88,16747,31959,6048,15573,25482,19062,7871,11081
23,Wed Apr 28 13:45:54 GMT+08:00 2021,1619588754,88,77,20063,22470,9539,13306,400866,69109,6693,3900
24,Wed Apr 28 13:45:55 GMT+08:00 2021,1619588755,90,54,33948,28135,9479,15112,1129163,100523,14888,13421
25,Wed Apr 28 13:45:56 GMT+08:00 2021,1619588756,88,69,14981,19750,7400,7579,126578,16565,14366,7876
26,Wed Apr 28 13:45:57 GMT+08:00 2021,1619588757,88,67,31537,25569,13031,16987,15825,19649,7938,6349
27,Wed Apr 28 13:45:58 GMT+08:00 2021,1619588758,88,77,13628,34512,5243,9734,68416,39074,9843,3509
28,Wed Apr 28 13:45:59 GMT+08:00 2021,1619588759,93,90,23758,30182,12445,16170,13248,15728,4977,5248
29,Wed Apr 28 13:46:00 GMT+08:00 2021,1619588760,97,90,46096,60235,18897,43154,10300,33131,8760,5969
30,Wed Apr 28 13:46:01 GMT+08:00 2021,1619588761,94,90,35492,15892,3677,14158,92642,25817,5956,8542
31,Wed Apr 28 13:46:02 GMT+08:00 2021,1619588762,100,78,19505,8062,23393,21279,19742,30249,5966,7429
32,Wed Apr 28 13:46:03 GMT+08:00 2021,1619588763,100,84,15558,51960,7535,11108,19782,15253,12430,3403
33,Wed Apr 28 13:46:04 GMT+08:00 2021,1619588764,96,90,18276,64532,17041,17802,28999,16471,5998,3212
34,Wed Apr 28 13:46:05 GMT+08:00 2021,1619588765,90,78,1320,8145,2996,1704,117698,14351,1385,1502
35,Wed Apr 28 13:46:06 GMT+08:00 2021,1619588766,84,93,6408,40980,24393,10062,9176,7630,9642,2921
36,Wed Apr 28 13:46:07 GMT+08:00 2021,1619588767,83,87,14704,16499,10935,5376,43024,11994,4708,4663
37,Wed Apr 28 13:46:08 GMT+08:00 2021,1619588768,77,91,55051,64767,5698,9859,24719,21027,8749,6515
38,Wed Apr 28 13:46:09 GMT+08:00 2021,1619588769,83,90,2122,35799,20183,16256,29690,29357,9181,7399
39,Wed Apr 28 13:46:10 GMT+08:00 2021,1619588770,87,90,2913,72859,13295,22731,6952,19615,5519,4979
40,Wed Apr 28 13:46:11 GMT+08:00 2021,1619588771,91,74,5368,14674,12828,10233,31052,27070,3771,4164
41,Wed Apr 28 13:46:12 GMT+08:00 2021,1619588772,94,69,21305,66341,10777,11601,11406,11244,4953,7865
42,Wed Apr 28 13:46:13 GMT+08:00 2021,1619588773,87,77,43321,37848,27945,8701,8375,38754,14849,3881
43,Wed Apr 28 13:46:14 GMT+08:00 2021,1619588774,78,48,9350,11806,3733,14602,324234,154816,7076,3427
44,Wed Apr 28 13:46:15 GMT+08:00 2021,1619588775,78,50,33832,17097,25454,25538,73228,58016,8868,4939
45,Wed Apr 28 13:46:16 GMT+08:00 2021,1619588776,80,26,17405,13196,13350,13858,498840,65258,12024,1939
46,Wed Apr 28 13:46:17 GMT+08:00 2021,1619588777,87,23,21024,35701,28755,17922,13734,22007,8183,1858
47,Wed Apr 28 13:46:18 GMT+08:00 2021,1619588778,94,44,19690,16742,9794,11845,41887,19796,8723,6926
48,Wed Apr 28 13:46:19 GMT+08:00 2021,1619588779,96,41,11737,14448,23467,17353,43832,35128,6412,4740
49,Wed Apr 28 13:46:20 GMT+08:00 2021,1619588780,100,60,2937,43196,13805,10874,45153,6538,4249,5734
50,Wed Apr 28 13:46:21 GMT+08:00 2021,1619588781,90,63,50080,37947,21326,7595,24515,49534,7898,3667
51,Wed Apr 28 13:46:22 GMT+08:00 2021,1619588782,91,60,11246,11758,7195,12700,26834,15782,4169,9874
52,Wed Apr 28 13:46:23 GMT+08:00 2021,1619588783,96,64,8325,8995,15617,13031,24593,4756,5249,7329
53,Wed Apr 28 13:46:24 GMT+08:00 2021,1619588784,84,44,5897,6339,1830,2919,82455,39437,2130,931
54,Wed Apr 28 13:46:25 GMT+08:00 2021,1619588785,88,51,10303,57503,19398,6994,16619,16351,13439,5173
55,Wed Apr 28 13:46:26 GMT+08:00 2021,1619588786,87,63,30981,31019,8347,19594,9716,9993,6565,10775
56,Wed Apr 28 13:46:27 GMT+08:00 2021,1619588787,74,77,17826,34936,8287,7200,63902,14207,10308,5820
57,Wed Apr 28 13:46:28 GMT+08:00 2021,1619588788,80,100,3567,41506,5462,8153,50214,9442,8951,6040
58,Wed Apr 28 13:46:29 GMT+08:00 2021,1619588789,93,91,2601,31700,7513,19293,19582,22286,9835,4210
59,Wed Apr 28 13:46:30 GMT+08:00 2021,1619588790,81,81,40924,30834,19751,8707,169180,66057,7061,10189
60,Wed Apr 28 13:46:31 GMT+08:00 2021,1619588791,81,78,58379,28014,16384,14161,168676,39153,9552,1778
61,Wed Apr 28 13:46:32 GMT+08:00 2021,1619588792,81,64,1266,40876,6444,10906,216354,46785,13671,7025
62,Wed Apr 28 13:46:33 GMT+08:00 2021,1619588793,83,64,16977,15158,8055,20240,80136,11891,7867,3823
