0,Wed Apr 28 13:52:58 GMT+08:00 2021,1619589178,87,43,7006,443,7409,12085,8172,7203,4070,2719
1,Wed Apr 28 13:52:59 GMT+08:00 2021,1619589179,84,47,12218,16376,9405,9820,68583,48760,29516,9735
2,Wed Apr 28 13:53:00 GMT+08:00 2021,1619589180,88,56,5048,20609,10217,23900,7022,26825,14243,12803
3,Wed Apr 28 13:53:01 GMT+08:00 2021,1619589181,97,44,6052,8021,16768,17995,12467,27988,6114,12428
4,Wed Apr 28 13:53:02 GMT+08:00 2021,1619589182,78,44,8412,4060,5078,2926,387996,34186,1134,686
5,Wed Apr 28 13:53:03 GMT+08:00 2021,1619589183,83,48,1820,11518,4545,6217,11151,13946,12255,3411
6,Wed Apr 28 13:53:04 GMT+08:00 2021,1619589184,90,43,954,7138,6825,18477,10206,11439,7339,7384
7,Wed Apr 28 13:53:05 GMT+08:00 2021,1619589185,87,50,25071,3846,9794,19627,388843,34331,12496,9099
8,Wed Apr 28 13:53:06 GMT+08:00 2021,1619589186,100,47,4925,4258,14796,13027,6026,20663,8110,3888
9,Wed Apr 28 13:53:07 GMT+08:00 2021,1619589187,100,43,8778,5503,8523,7111,6456,18438,3954,6340
10,Wed Apr 28 13:53:08 GMT+08:00 2021,1619589188,77,56,63566,29396,8597,8107,186580,73457,6803,3855
11,Wed Apr 28 13:53:09 GMT+08:00 2021,1619589189,67,51,11072,19122,14662,11079,24333,81993,5176,5088
12,Wed Apr 28 13:53:10 GMT+08:00 2021,1619589190,64,57,7543,3972,7291,7059,19331,15460,8419,5495
13,Wed Apr 28 13:53:11 GMT+08:00 2021,1619589191,51,61,24645,70970,41124,10180,133074,124840,5371,7040
14,Wed Apr 28 13:53:12 GMT+08:00 2021,1619589192,63,53,3440,1326,3332,2205,94977,6568,1368,2999
15,Wed Apr 28 13:53:13 GMT+08:00 2021,1619589193,64,63,5633,22869,17262,5503,4443,13317,3625,2581
16,Wed Apr 28 13:53:14 GMT+08:00 2021,1619589194,75,61,5901,4218,5443,16509,5552,8979,5720,9515
17,Wed Apr 28 13:53:15 GMT+08:00 2021,1619589195,83,56,10603,16437,22436,10253,863426,52411,8264,3666
18,Wed Apr 28 13:53:16 GMT+08:00 2021,1619589196,90,53,4298,6861,2600,13068,18831,16967,13171,5305
19,Wed Apr 28 13:53:17 GMT+08:00 2021,1619589197,100,47,10690,2659,9363,15594,20055,13657,4692,6270
20,Wed Apr 28 13:53:18 GMT+08:00 2021,1619589198,94,50,8024,3792,9787,6864,5350,8410,13056,7645
21,Wed Apr 28 13:53:19 GMT+08:00 2021,1619589199,96,54,4794,7656,4464,4590,16306,16327,3346,3096
22,Wed Apr 28 13:53:20 GMT+08:00 2021,1619589200,83,51,18673,2713,2810,8174,233978,72194,1648,2027
23,Wed Apr 28 13:53:21 GMT+08:00 2021,1619589201,69,54,20587,17623,7600,8279,1469672,50571,3682,2184
24,Wed Apr 28 13:53:22 GMT+08:00 2021,1619589202,57,57,43189,9882,36006,7355,405337,37334,5941,5450
25,Wed Apr 28 13:53:23 GMT+08:00 2021,1619589203,67,57,11884,10691,6860,18818,70300,17181,6818,3166
26,Wed Apr 28 13:53:24 GMT+08:00 2021,1619589204,78,61,2051,6178,3538,6819,6219,11806,10237,3741
27,Wed Apr 28 13:53:25 GMT+08:00 2021,1619589205,84,60,6669,9038,10675,7935,6190,16010,4019,1412
28,Wed Apr 28 13:53:26 GMT+08:00 2021,1619589206,90,60,7987,13695,10422,6119,17583,17121,5727,5864
29,Wed Apr 28 13:53:27 GMT+08:00 2021,1619589207,80,57,29217,8922,21726,12088,163438,53636,5659,6282
30,Wed Apr 28 13:53:28 GMT+08:00 2021,1619589208,75,57,4772,5584,9197,4384,4939,12574,15261,4284
31,Wed Apr 28 13:53:29 GMT+08:00 2021,1619589209,78,63,16830,5913,9173,12422,5183,6885,12461,3702
32,Wed Apr 28 13:53:30 GMT+08:00 2021,1619589210,78,56,13734,3239,6086,7872,409479,41907,2617,1136
33,Wed Apr 28 13:53:31 GMT+08:00 2021,1619589211,87,57,5053,8995,11918,7751,690,8506,2378,3306
34,Wed Apr 28 13:53:32 GMT+08:00 2021,1619589212,96,63,1408,13570,5094,13893,4215,3465,4355,4578
35,Wed Apr 28 13:53:33 GMT+08:00 2021,1619589213,90,53,1473,3322,2002,3068,293100,11220,1164,1328
36,Wed Apr 28 13:53:34 GMT+08:00 2021,1619589214,96,57,5220,5440,3256,6811,5925,7693,5122,4042
37,Wed Apr 28 13:53:35 GMT+08:00 2021,1619589215,91,57,2021,7867,4225,4233,5664,12016,6103,1921
38,Wed Apr 28 13:53:36 GMT+08:00 2021,1619589216,81,56,8479,9467,8568,5925,4685,14193,7270,3363
39,Wed Apr 28 13:53:37 GMT+08:00 2021,1619589217,74,50,15802,5088,12119,9795,53511,115575,4927,3252
40,Wed Apr 28 13:53:38 GMT+08:00 2021,1619589218,64,50,8716,9884,10522,6039,15494,19085,4222,4984
41,Wed Apr 28 13:53:39 GMT+08:00 2021,1619589219,66,50,8189,8428,3338,11258,8775,21802,4107,4051
42,Wed Apr 28 13:53:40 GMT+08:00 2021,1619589220,77,47,3547,7167,10305,9453,7113,5228,4297,5807
43,Wed Apr 28 13:53:41 GMT+08:00 2021,1619589221,69,47,4866,3318,2429,1709,112262,52221,1636,520
44,Wed Apr 28 13:53:42 GMT+08:00 2021,1619589222,74,51,5792,17231,5600,9012,9887,10216,3890,3527
45,Wed Apr 28 13:53:43 GMT+08:00 2021,1619589223,75,44,15828,1369,5832,19325,240416,44219,10288,3709
46,Wed Apr 28 13:53:44 GMT+08:00 2021,1619589224,64,44,4830,11379,8573,5138,20999,19748,4039,4758
47,Wed Apr 28 13:53:45 GMT+08:00 2021,1619589225,84,60,13393,11351,7167,16907,5555,18938,6558,4733
48,Wed Apr 28 13:53:46 GMT+08:00 2021,1619589226,69,53,28953,16306,6466,4767,1093970,81764,3965,1786
49,Wed Apr 28 13:53:47 GMT+08:00 2021,1619589227,69,57,9830,3575,13104,7360,13611,11154,7205,3037
50,Wed Apr 28 13:53:48 GMT+08:00 2021,1619589228,80,63,5930,4574,1921,6921,8575,4664,5087,3217
51,Wed Apr 28 13:53:49 GMT+08:00 2021,1619589229,83,64,2388,9186,5474,10496,6561,2420,4740,3220
52,Wed Apr 28 13:53:50 GMT+08:00 2021,1619589230,90,57,5450,4127,3789,2985,125714,29250,1066,1081
53,Wed Apr 28 13:53:51 GMT+08:00 2021,1619589231,83,60,12873,6391,7481,6993,144739,23437,6915,4670
54,Wed Apr 28 13:53:52 GMT+08:00 2021,1619589232,78,54,6415,2538,3803,4276,1372,10542,10368,4313
55,Wed Apr 28 13:53:53 GMT+08:00 2021,1619589233,69,56,6903,15261,7757,8072,8888,11776,7970,7064
56,Wed Apr 28 13:53:54 GMT+08:00 2021,1619589234,67,57,4778,2114,754,1770,519878,18651,884,121
57,Wed Apr 28 13:53:55 GMT+08:00 2021,1619589235,67,51,7743,3631,6365,6145,27172,29868,5054,3913
58,Wed Apr 28 13:53:56 GMT+08:00 2021,1619589236,77,53,5444,2487,4483,7441,7986,3653,5555,5460
59,Wed Apr 28 13:53:57 GMT+08:00 2021,1619589237,69,48,29564,15572,13904,11838,216637,66489,8648,3989
60,Wed Apr 28 13:53:58 GMT+08:00 2021,1619589238,81,60,10022,11563,6228,9767,9543,8252,2269,3285
61,Wed Apr 28 13:53:59 GMT+08:00 2021,1619589239,84,53,6701,2116,9076,10816,15982,36325,4063,3269
62,Wed Apr 28 13:54:00 GMT+08:00 2021,1619589240,61,50,3070,1372,818,494,189239,12339,179,150
63,Wed Apr 28 13:54:01 GMT+08:00 2021,1619589241,74,44,14274,4610,37502,13454,21804,7575,1279,7758
