60,84,16155,24608,5819,10824,4009,2806,4873,4747
57,91,47525,4572,12078,15680,24734,12398,1899,5929
56,97,7627,5012,1660,5840,24480,4694,3982,3395
60,96,5474,7144,4678,9229,15394,3697,9166,8321
57,87,19705,11939,16156,9272,11661,24780,11654,11308
63,70,4199,5924,5803,14439,11746,16016,3647,8730
63,69,10514,4070,2114,6416,12135,9854,2314,5073
50,63,19379,6777,5980,5658,21072,54464,7611,7249
48,53,6743,7379,12525,8650,58637,43102,5609,6113
53,47,1336,4069,3887,19608,7803,11868,5548,2937
53,38,3576,6595,5698,7065,4761,13867,5581,14170
61,41,7347,5468,5266,7275,3653,14214,2688,2828
57,50,23366,10522,9743,8141,4811,45238,6653,6222
47,57,4361,6095,11466,3845,5128,12440,2556,8450
50,60,2680,8612,10248,8057,2231,9145,3140,6154
48,60,7175,4756,2840,6977,11184,17798,11166,8808
51,60,18300,8030,7284,9198,21510,25886,3654,3274
44,61,6195,14823,1958,4796,41928,46162,2904,6822
47,51,1033,2180,3277,6833,12179,8382,5203,4974
48,50,2417,8512,8477,9201,16285,18544,5042,11914
53,47,14529,6967,7133,15119,3247,23509,4074,2564
57,41,9513,4664,9940,7402,12746,41181,5128,5234
57,53,4526,4259,4029,7266,14938,4802,3677,6966
57,60,892,12508,9681,6274,17371,5216,2977,5285
54,60,2082,17020,12864,8281,10393,17836,9304,3970
60,66,1492,10610,1602,7570,4544,16754,4029,3922
50,69,17624,18734,5390,8788,7366,36268,3948,3429
47,64,5036,8120,11477,5571,10077,14162,4470,3896
47,70,12692,5950,3213,6428,5667,6520,4518,4347
44,81,7646,10361,4627,4453,21678,5942,4342,3979
48,69,2222,6058,6640,6708,17950,27082,2265,6888
51,77,7881,2806,5163,4963,18928,3858,1990,4240
50,77,13075,24804,4447,10410,66968,18650,8457,5490
57,69,9366,695,6198,8262,13025,4657,2815,4026
56,77,14916,7476,4055,7882,4206,32669,3777,6347
51,69,5188,6817,7182,5387,6994,19811,4417,4266
54,57,5537,3439,4318,7337,8958,17544,6832,5037
50,48,1364,4451,6699,6762,7184,16439,2787,2770
40,48,14889,16789,14197,3342,25164,51814,3426,1462
41,57,18603,4103,5233,5982,10162,9766,4626,5859
37,48,2884,2347,6801,6905,9589,36029,3575,4003
34,47,3489,3104,2602,6502,275440,28455,1817,863
40,48,29446,14450,11270,11886,141528,56041,7333,5646
47,47,8466,3104,1283,7424,9239,4470,4493,5461
48,67,15831,1743,2116,5240,5416,12951,5312,4702
43,69,9192,4591,5190,6077,16881,50635,3608,4915
47,61,1609,5550,5974,4863,7093,20895,2289,1949
29,43,8464,10583,7768,5812,15980,110749,4342,5047
26,34,13117,11472,11744,10247,490904,56795,5915,3270
27,37,11247,6567,22398,5742,25558,34984,4308,8494
23,40,10332,23111,9144,12067,625806,92239,4421,1879
35,53,8509,12352,3430,8475,13523,27738,3167,2441
34,56,23033,10065,9170,9297,415047,56003,6881,4619
40,60,2692,6185,4501,6299,48132,12573,4796,7251
48,66,17098,10934,7704,13742,77842,19360,6402,4950
43,57,13662,2820,9309,7751,24801,70836,7749,6747
56,53,3346,3919,13075,10287,4946,5074,4461,4331
51,51,10747,15460,7638,10678,316339,60358,6855,5213
47,53,10889,22360,3736,8347,16650,25818,3967,3987
43,48,15229,9151,9398,11776,502032,174227,5161,3446
