57,40,32385,18949,13643,9374,4432,24019,5039,9030
60,26,9519,8948,32352,13313,210681,221103,7223,4439
61,35,8796,19436,7598,8673,72709,49514,16396,2071
80,41,11487,5953,4774,8282,23704,5842,3612,6334
70,20,10905,30737,15710,14403,125969,268467,6027,4943
80,43,24587,18205,6666,13931,260629,48398,6723,4243
80,47,11027,13202,9730,7329,65988,31989,5163,3466
70,40,10775,4942,1592,5223,168354,28022,966,1171
77,50,14513,17488,5875,9109,135428,68701,6240,4851
74,50,41604,12426,10933,14130,58812,77350,7017,8646
75,41,2855,15603,25943,11661,402119,43308,6186,8869
61,35,47778,15929,25574,7569,293012,258053,11908,7241
75,38,12488,11101,5374,19531,79343,20142,8489,3416
75,37,17779,5436,5903,6070,110692,37148,1163,1704
80,47,16352,16190,23344,15120,77698,15258,7967,3379
93,61,8775,9211,2427,3835,202014,14170,2039,1147
83,61,39671,11939,5276,17983,224703,67561,3775,2953
88,57,6781,21011,17449,12689,62420,51022,10554,3047
63,35,12045,2564,8500,6618,747195,410462,13948,10336
74,26,11964,7895,12251,16626,44469,26479,5181,2494
56,24,13051,5097,5997,1310,225056,45843,939,582
48,34,16106,6129,4750,2824,701197,26032,3681,673
66,67,9402,51651,3131,10361,69910,19592,4275,3997
44,48,5285,3610,7085,6385,365047,192024,8131,5275
74,57,21571,19575,6349,26730,221493,6818,10735,2135
75,54,32765,14841,10791,12133,68610,90550,5218,1893
69,61,9345,71624,7744,6073,19742,8135,6231,5916
70,81,22921,10865,12053,4791,412866,92114,7543,5806
56,80,17045,6819,5479,3800,32262,14674,5267,6499
48,74,8326,5731,3977,2054,100252,55553,1520,518
51,57,156405,15913,39615,32952,109538,211070,4728,6012
60,61,14807,12741,6332,6805,1079626,41668,2940,1405
57,48,4974,5821,2616,3896,220131,37180,1659,875
67,54,13642,18501,17859,8663,31699,53949,7360,2730
61,41,8996,23398,9705,8759,312416,204929,6344,2651
70,40,2467,6865,3442,9168,4389,13774,3667,6283
75,29,2428,3122,3076,6578,347340,44448,1869,503
67,27,22860,50302,30102,11515,324756,182788,6974,2647
77,47,41624,41925,14178,15525,128223,53368,3884,2174
61,35,1363,2841,1907,2510,262285,33823,904,1073
67,47,9220,13602,20674,15144,16477,38263,9304,2849
67,26,2593,7214,14729,15516,286432,325500,3810,3920
63,43,14633,3765,23296,5093,105374,44875,9171,3866
69,41,23571,12953,11386,12922,114512,106727,4855,4299
67,50,10775,14931,3897,5887,23350,10243,8576,3388
57,53,1364,2387,1158,456,292077,15589,501,312
53,51,9097,5047,5903,2998,92935,52892,2280,819
64,64,10373,29179,7508,15629,26707,9076,3003,3167
56,51,7513,16107,6428,5311,313358,63343,3162,6245
75,51,1391,7946,4032,8483,3732,30976,4606,4486
83,57,9701,34223,24843,10011,2021722,57778,6775,5333
78,51,1116,17355,5738,6910,10735,21940,8039,2780
74,51,3307,8268,1056,1807,95663,37488,955,731
74,63,18059,30428,14470,14956,87756,24075,8080,8096
77,61,7734,7457,12814,5728,472590,23043,1838,784
80,60,3539,15836,6438,11543,35130,20537,3412,1971
74,54,40750,6234,4618,5110,139150,246671,7776,3527
74,54,4189,9646,3850,4604,85598,10191,6481,3155
75,60,31179,18775,15782,18246,733455,42373,7502,4643
67,56,16744,31164,27219,17788,83806,78883,6731,7790
